,time,load,load_2030,solar,hydro
78,2023-01-10 18:00:00,1497.7222108226292,1947.038874069418,0.0,308.7697691029222
79,2023-01-10 21:00:00,1387.080609492477,1803.2047923402201,0.0,228.06147326384794
80,2023-01-11 00:00:00,1253.728168577895,1629.8466191512637,0.0,168.8237826061138
81,2023-01-11 03:00:00,1328.479964162709,1727.0239534115217,0.0035891987201320946,261.78361339235215
82,2023-01-11 06:00:00,1527.8888479910468,1986.2555023883608,0.26202494833696316,214.86819401502945
83,2023-01-11 09:00:00,1587.279221847798,2063.4629884021374,0.503969327246284,274.0455813750864
84,2023-01-11 12:00:00,1588.004197497099,2064.405456746229,0.40095585480417667,1000.662469369865
85,2023-01-11 15:00:00,1537.0068836801381,1998.1089487841796,0.10910478153931678,454.7731205084107
86,2023-01-11 18:00:00,1497.7222108226292,1947.038874069418,0.0,329.69082087858857
87,2023-01-11 21:00:00,1383.9320936568706,1799.1117217539318,0.0,240.47492939877245
88,2023-01-12 00:00:00,1253.728168577895,1629.8466191512637,0.0,240.95720407010126
89,2023-01-12 03:00:00,1327.121234071354,1725.25760429276,0.000935919217691514,289.5773366959836
90,2023-01-12 06:00:00,1430.4345179354164,1859.5648733160413,0.22037415334852498,317.9367189142186
91,2023-01-12 09:00:00,1570.9878299588136,2042.2841789464578,0.46383931542696494,352.71274865509275
92,2023-01-12 12:00:00,1580.9177749051478,2055.1931073766923,0.3818188870379664,551.2669054796266
93,2023-01-12 15:00:00,1464.9648846162863,1904.4543500011723,0.12621129338656314,262.9176675190744
94,2023-01-12 18:00:00,1494.573694987023,1942.9458034831298,0.0,384.53537227501846
95,2023-01-12 21:00:00,1382.5767058673355,1797.3497176275362,0.0,77.78818925682766
96,2023-01-13 00:00:00,1231.6794085994284,1601.1832311792568,0.0,134.88829998412348
97,2023-01-13 03:00:00,1297.2373083720267,1686.4085008836348,0.0009176684828965569,304.7923545595592
98,2023-01-13 06:00:00,1420.0530246371495,1846.0689320282945,0.22919396565262187,257.55245323877506
99,2023-01-13 09:00:00,1522.3487970411084,1979.053436153441,0.41011219682201844,346.30774724429926
100,2023-01-13 12:00:00,1530.4456413620308,1989.57933377064,0.40799684508225403,347.44614055527387
101,2023-01-13 15:00:00,1460.8804229892316,1899.1445498860012,0.12954168832854374,1313.9527572678626
102,2023-01-13 18:00:00,1494.573694987023,1942.9458034831298,0.0,415.7269151946609
103,2023-01-13 21:00:00,1413.7363780431358,1837.8572914560766,0.0,212.49062878514914
104,2023-01-14 00:00:00,1244.368946987779,1617.6796310841128,0.0,199.45632084164995
105,2023-01-14 03:00:00,1264.4371061726401,1643.7682380244323,0.000924879683947254,244.30270896641284
106,2023-01-14 06:00:00,1339.3415335405634,1741.1439936027325,0.2770962445508867,193.04900686455005
107,2023-01-14 09:00:00,1436.2720337473277,1867.1536438715261,0.519343696092657,230.25089538740656
108,2023-01-14 12:00:00,1435.739358614857,1866.4611661993142,0.42715308245500766,438.2023111066585
109,2023-01-14 15:00:00,1469.822059415605,1910.7686772402867,0.14270321321264193,276.68523533632265
110,2023-01-14 18:00:00,1545.857872829881,2009.6152346788454,0.0,319.56178050799844
111,2023-01-14 21:00:00,1401.3198618246604,1821.7158203720585,0.0,191.5283680239218
112,2023-01-15 00:00:00,1262.7727073875728,1641.6045196038447,0.0,537.4009619335312
113,2023-01-15 03:00:00,1264.4371061726401,1643.7682380244323,0.000999528362058147,372.9362909555735
114,2023-01-15 06:00:00,1339.3415335405634,1741.1439936027325,0.26264045904260175,120.2485950627907
115,2023-01-15 09:00:00,1388.8076004752627,1805.4498806178415,0.4862791596361231,246.47260617943402
116,2023-01-15 12:00:00,1380.2817261389112,1794.3662439805846,0.42356965124793344,449.75400666721424
117,2023-01-15 15:00:00,1469.822059415605,1910.7686772402867,0.12674639676293578,1204.3452998473188
118,2023-01-15 18:00:00,1542.7093569942747,2005.5221640925572,0.0,674.7252952229417
119,2023-01-15 21:00:00,1371.5155774383952,1782.9702506699139,0.0,653.856687123542
